roundId,aSeed,bSeed,aName,bName,bScore,aScore,fileName,date,weapon,category,gender
4,3,2,Max Thomas,Rohan Francis-foale,13,15,20170625U1720E,20170625,Epee,U17/U20,
4,2,3,Rohan Francis-foale,Max Thomas,15,13,20170625U1720E,20170625,Epee,U17/U20,
8,3,6,Max Thomas,Blake Lawrenson,6,15,20170625U1720E,20170625,Epee,U17/U20,
8,6,3,Blake Lawrenson,Max Thomas,15,6,20170625U1720E,20170625,Epee,U17/U20,
8,7,2,Rohan Francis-foale,Emelia Lloyd,2,15,20170625U1720E,20170625,Epee,U17/U20,
8,2,7,Emelia Lloyd,Rohan Francis-foale,15,2,20170625U1720E,20170625,Epee,U17/U20,
2,1,2,Clayton Ferguson,Ben Alderson,5,15,20170625U1720F,20170625,Foil,U17/U20,
2,2,1,Ben Alderson,Clayton Ferguson,15,5,20170625U1720F,20170625,Foil,U17/U20,
4,1,4,Ben Alderson,Angus Pattinson,5,15,20170625U1720F,20170625,Foil,U17/U20,
4,4,1,Angus Pattinson,Ben Alderson,15,5,20170625U1720F,20170625,Foil,U17/U20,
8,5,4,Angus Pattinson,Ceska Dullona,6,15,20170625U1720F,20170625,Foil,U17/U20,
8,4,5,Ceska Dullona,Angus Pattinson,15,6,20170625U1720F,20170625,Foil,U17/U20,
4,3,2,Clayton Ferguson,Oliver Pring,4,15,20170625U1720F,20170625,Foil,U17/U20,
4,2,3,Oliver Pring,Clayton Ferguson,15,4,20170625U1720F,20170625,Foil,U17/U20,
8,3,6,Oliver Pring,Blake Lawrenson,0,15,20170625U1720F,20170625,Foil,U17/U20,
8,6,3,Blake Lawrenson,Oliver Pring,15,0,20170625U1720F,20170625,Foil,U17/U20,
2,1,2,Michael Dobbelsteyn,Simon Bowering,6,15,20170716OF,20170716,Foil,Open,
2,2,1,Simon Bowering,Michael Dobbelsteyn,15,6,20170716OF,20170716,Foil,Open,
4,1,4,Simon Bowering,Clayton Ferguson,14,15,20170716OF,20170716,Foil,Open,
4,4,1,Clayton Ferguson,Simon Bowering,15,14,20170716OF,20170716,Foil,Open,
8,1,8,Clayton Ferguson,Angus Pattinson,0,15,20170716OF,20170716,Foil,Open,
8,8,1,Angus Pattinson,Clayton Ferguson,15,0,20170716OF,20170716,Foil,Open,
8,5,4,Simon Bowering,Ying Qian,5,15,20170716OF,20170716,Foil,Open,
8,4,5,Ying Qian,Simon Bowering,15,5,20170716OF,20170716,Foil,Open,
4,3,2,Michael Dobbelsteyn,Nick Betts,14,15,20170716OF,20170716,Foil,Open,
4,2,3,Nick Betts,Michael Dobbelsteyn,15,14,20170716OF,20170716,Foil,Open,
8,3,6,Nick Betts,David Belet,6,16,20170716OF,20170716,Foil,Open,
8,6,3,David Belet,Nick Betts,16,6,20170716OF,20170716,Foil,Open,
8,7,2,Michael Dobbelsteyn,Benjamin Lam,8,15,20170716OF,20170716,Foil,Open,
8,2,7,Benjamin Lam,Michael Dobbelsteyn,15,8,20170716OF,20170716,Foil,Open,
2,1,2,Alex Burgun,Michael Dobbelsteyn,7,15,20170716OME,20170716,Epee,Open,Mens
2,2,1,Michael Dobbelsteyn,Alex Burgun,15,7,20170716OME,20170716,Epee,Open,Mens
4,1,4,Alex Burgun,Darren Ferguson,3,15,20170716OME,20170716,Epee,Open,Mens
4,4,1,Darren Ferguson,Alex Burgun,15,3,20170716OME,20170716,Epee,Open,Mens
8,1,8,Alex Burgun,Stuart Marshall,6,15,20170716OME,20170716,Epee,Open,Mens
8,8,1,Stuart Marshall,Alex Burgun,15,6,20170716OME,20170716,Epee,Open,Mens
16,9,8,Stuart Marshall,Zonko Kurbatfinski,3,15,20170716OME,20170716,Epee,Open,Mens
16,8,9,Zonko Kurbatfinski,Stuart Marshall,15,3,20170716OME,20170716,Epee,Open,Mens
8,5,4,Darren Ferguson,Bruce Dawson,9,10,20170716OME,20170716,Epee,Open,Mens
8,4,5,Bruce Dawson,Darren Ferguson,10,9,20170716OME,20170716,Epee,Open,Mens
4,3,2,Michael Dobbelsteyn,Dov Spinks,12,15,20170716OME,20170716,Epee,Open,Mens
4,2,3,Dov Spinks,Michael Dobbelsteyn,15,12,20170716OME,20170716,Epee,Open,Mens
8,3,6,Dov Spinks,Craig Staehr,8,15,20170716OME,20170716,Epee,Open,Mens
8,6,3,Craig Staehr,Dov Spinks,15,8,20170716OME,20170716,Epee,Open,Mens
16,11,6,Dov Spinks,Max Thomas,8,15,20170716OME,20170716,Epee,Open,Mens
16,6,11,Max Thomas,Dov Spinks,15,8,20170716OME,20170716,Epee,Open,Mens
8,7,2,Michael Dobbelsteyn,Rohan Francis-foale,8,15,20170716OME,20170716,Epee,Open,Mens
8,2,7,Rohan Francis-foale,Michael Dobbelsteyn,15,8,20170716OME,20170716,Epee,Open,Mens
16,7,10,Rohan Francis-foale,Angus Pattinson,9,15,20170716OME,20170716,Epee,Open,Mens
16,10,7,Angus Pattinson,Rohan Francis-foale,15,9,20170716OME,20170716,Epee,Open,Mens
2,1,2,Angus Thomas,Benjamin Lam,4,15,20170716OS,20170716,Sabre,Open,
2,2,1,Benjamin Lam,Angus Thomas,15,4,20170716OS,20170716,Sabre,Open,
4,1,4,Angus Thomas,Lauren Woodforde,3,15,20170716OS,20170716,Sabre,Open,
4,4,1,Lauren Woodforde,Angus Thomas,15,3,20170716OS,20170716,Sabre,Open,
8,5,4,Lauren Woodforde,Matthew Mayman,9,15,20170716OS,20170716,Sabre,Open,
8,4,5,Matthew Mayman,Lauren Woodforde,15,9,20170716OS,20170716,Sabre,Open,
4,3,2,Benjamin Lam,Bob Kounov,14,15,20170716OS,20170716,Sabre,Open,
4,2,3,Bob Kounov,Benjamin Lam,15,14,20170716OS,20170716,Sabre,Open,
8,3,6,Bob Kounov,Leo Bodycomb,3,15,20170716OS,20170716,Sabre,Open,
8,6,3,Leo Bodycomb,Bob Kounov,15,3,20170716OS,20170716,Sabre,Open,
8,7,2,Benjamin Lam,Ben Wheaton,11,15,20170716OS,20170716,Sabre,Open,
8,2,7,Ben Wheaton,Benjamin Lam,15,11,20170716OS,20170716,Sabre,Open,
2,1,2,Maria Zhdanovich,Nadine Ferguson,14,15,20170716OWE,20170716,Epee,Open,Womens
2,2,1,Nadine Ferguson,Maria Zhdanovich,15,14,20170716OWE,20170716,Epee,Open,Womens
4,1,4,Maria Zhdanovich,Melanie Malig-spranz,2,15,20170716OWE,20170716,Epee,Open,Womens
4,4,1,Melanie Malig-spranz,Maria Zhdanovich,15,2,20170716OWE,20170716,Epee,Open,Womens
8,5,4,Melanie Malig-spranz,Anna Foale,7,8,20170716OWE,20170716,Epee,Open,Womens
8,4,5,Anna Foale,Melanie Malig-spranz,8,7,20170716OWE,20170716,Epee,Open,Womens
4,3,2,Nadine Ferguson,Ashleigh Kurbatfinski,10,15,20170716OWE,20170716,Epee,Open,Womens
4,2,3,Ashleigh Kurbatfinski,Nadine Ferguson,15,10,20170716OWE,20170716,Epee,Open,Womens
2,1,2,Darren Ferguson,Dov Spinks,6,10,20170716VME,20170716,Epee,Veterans,Mens
2,2,1,Dov Spinks,Darren Ferguson,10,6,20170716VME,20170716,Epee,Veterans,Mens
4,1,4,Darren Ferguson,Craig Staehr,4,10,20170716VME,20170716,Epee,Veterans,Mens
4,4,1,Craig Staehr,Darren Ferguson,10,4,20170716VME,20170716,Epee,Veterans,Mens
8,5,4,Craig Staehr,Zonko Kurbatfinski,5,10,20170716VME,20170716,Epee,Veterans,Mens
8,4,5,Zonko Kurbatfinski,Craig Staehr,10,5,20170716VME,20170716,Epee,Veterans,Mens
4,3,2,Dov Spinks,Bruce Dawson,4,10,20170716VME,20170716,Epee,Veterans,Mens
4,2,3,Bruce Dawson,Dov Spinks,10,4,20170716VME,20170716,Epee,Veterans,Mens
2,1,2,Nalin Chandran,Rohan Francis-foale,14,15,20170806IE,20170806,Epee,Intermediate,
2,2,1,Rohan Francis-foale,Nalin Chandran,15,14,20170806IE,20170806,Epee,Intermediate,
4,1,4,Rohan Francis-foale,Roshan Chandran,9,15,20170806IE,20170806,Epee,Intermediate,
4,4,1,Roshan Chandran,Rohan Francis-foale,15,9,20170806IE,20170806,Epee,Intermediate,
8,1,8,Roshan Chandran,Armando Bonazinga,12,15,20170806IE,20170806,Epee,Intermediate,
8,8,1,Armando Bonazinga,Roshan Chandran,15,12,20170806IE,20170806,Epee,Intermediate,
8,5,4,Rohan Francis-foale,Zonko Kurbatfinski,7,15,20170806IE,20170806,Epee,Intermediate,
8,4,5,Zonko Kurbatfinski,Rohan Francis-foale,15,7,20170806IE,20170806,Epee,Intermediate,
4,3,2,Nalin Chandran,Max Thomas,12,15,20170806IE,20170806,Epee,Intermediate,
4,2,3,Max Thomas,Nalin Chandran,15,12,20170806IE,20170806,Epee,Intermediate,
8,3,6,Max Thomas,Henry Lim,14,15,20170806IE,20170806,Epee,Intermediate,
8,6,3,Henry Lim,Max Thomas,15,14,20170806IE,20170806,Epee,Intermediate,
8,7,2,Nalin Chandran,exclusion by,13,15,20170806IE,20170806,Epee,Intermediate,
8,2,7,exclusion by,Nalin Chandran,15,13,20170806IE,20170806,Epee,Intermediate,
2,1,2,Nalin Chandran,Roshan Chandran,10,15,20170806IF,20170806,Foil,Intermediate,
2,2,1,Roshan Chandran,Nalin Chandran,15,10,20170806IF,20170806,Foil,Intermediate,
4,1,4,Nalin Chandran,Andrew Ellis,8,15,20170806IF,20170806,Foil,Intermediate,
4,4,1,Andrew Ellis,Nalin Chandran,15,8,20170806IF,20170806,Foil,Intermediate,
8,5,4,Andrew Ellis,Angus Pattinson,3,15,20170806IF,20170806,Foil,Intermediate,
8,4,5,Angus Pattinson,Andrew Ellis,15,3,20170806IF,20170806,Foil,Intermediate,
4,3,2,Roshan Chandran,Benjamin Lam,10,15,20170806IF,20170806,Foil,Intermediate,
4,2,3,Benjamin Lam,Roshan Chandran,15,10,20170806IF,20170806,Foil,Intermediate,
8,3,6,Roshan Chandran,Elizabeth Lim,14,15,20170806IF,20170806,Foil,Intermediate,
8,6,3,Elizabeth Lim,Roshan Chandran,15,14,20170806IF,20170806,Foil,Intermediate,
8,7,2,Benjamin Lam,Timothy Hall,2,15,20170806IF,20170806,Foil,Intermediate,
8,2,7,Timothy Hall,Benjamin Lam,15,2,20170806IF,20170806,Foil,Intermediate,
2,1,2,Tom Henry,Kaylee Badari,4,10,20170806U11F,20170806,Foil,U11,
2,2,1,Kaylee Badari,Tom Henry,10,4,20170806U11F,20170806,Foil,U11,
4,1,4,Tom Henry,Christian Ferguson,3,10,20170806U11F,20170806,Foil,U11,
4,4,1,Christian Ferguson,Tom Henry,10,3,20170806U11F,20170806,Foil,U11,
8,1,8,Tom Henry,Jacob Smith,4,10,20170806U11F,20170806,Foil,U11,
8,8,1,Jacob Smith,Tom Henry,10,4,20170806U11F,20170806,Foil,U11,
8,5,4,Christian Ferguson,Hugo Zandel,4,10,20170806U11F,20170806,Foil,U11,
8,4,5,Hugo Zandel,Christian Ferguson,10,4,20170806U11F,20170806,Foil,U11,
4,3,2,Kaylee Badari,Myka Vinglis-plant,9,10,20170806U11F,20170806,Foil,U11,
4,2,3,Myka Vinglis-plant,Kaylee Badari,10,9,20170806U11F,20170806,Foil,U11,
8,3,6,Myka Vinglis-plant,Ranger Spinks,3,10,20170806U11F,20170806,Foil,U11,
8,6,3,Ranger Spinks,Myka Vinglis-plant,10,3,20170806U11F,20170806,Foil,U11,
8,7,2,Kaylee Badari,Evelyn Wilson,3,10,20170806U11F,20170806,Foil,U11,
8,2,7,Evelyn Wilson,Kaylee Badari,10,3,20170806U11F,20170806,Foil,U11,
2,1,2,Darcy Cowling,Oscar Wilson,4,10,20170806U13F,20170806,Foil,U13,
2,2,1,Oscar Wilson,Darcy Cowling,10,4,20170806U13F,20170806,Foil,U13,
4,1,4,Darcy Cowling,Angus Henry,6,10,20170806U13F,20170806,Foil,U13,
4,4,1,Angus Henry,Darcy Cowling,10,6,20170806U13F,20170806,Foil,U13,
8,1,8,Darcy Cowling,Felix Probert,5,10,20170806U13F,20170806,Foil,U13,
8,8,1,Felix Probert,Darcy Cowling,10,5,20170806U13F,20170806,Foil,U13,
16,9,8,Felix Probert,LOENEN Van,9,10,20170806U13F,20170806,Foil,U13,
16,8,9,LOENEN Van,Felix Probert,10,9,20170806U13F,20170806,Foil,U13,
8,5,4,Angus Henry,Johnathan Snell,7,10,20170806U13F,20170806,Foil,U13,
8,4,5,Johnathan Snell,Angus Henry,10,7,20170806U13F,20170806,Foil,U13,
4,3,2,Oscar Wilson,Elizabeth Lim,7,10,20170806U13F,20170806,Foil,U13,
4,2,3,Elizabeth Lim,Oscar Wilson,10,7,20170806U13F,20170806,Foil,U13,
8,3,6,Oscar Wilson,Patrick Jones,3,10,20170806U13F,20170806,Foil,U13,
8,6,3,Patrick Jones,Oscar Wilson,10,3,20170806U13F,20170806,Foil,U13,
16,11,6,Patrick Jones,Henry Payne,5,10,20170806U13F,20170806,Foil,U13,
16,6,11,Henry Payne,Patrick Jones,10,5,20170806U13F,20170806,Foil,U13,
8,7,2,Elizabeth Lim,Alex Evans,3,10,20170806U13F,20170806,Foil,U13,
8,2,7,Alex Evans,Elizabeth Lim,10,3,20170806U13F,20170806,Foil,U13,
16,7,10,Alex Evans,Oscar Chambers,0,10,20170806U13F,20170806,Foil,U13,
16,10,7,Oscar Chambers,Alex Evans,10,0,20170806U13F,20170806,Foil,U13,
2,1,2,Nick Betts,Clayton Ferguson,10,13,20170820OF,20170820,Foil,Open,
2,2,1,Clayton Ferguson,Nick Betts,13,10,20170820OF,20170820,Foil,Open,
4,1,4,Clayton Ferguson,Ben Alderson,8,15,20170820OF,20170820,Foil,Open,
4,4,1,Ben Alderson,Clayton Ferguson,15,8,20170820OF,20170820,Foil,Open,
8,1,8,Clayton Ferguson,Ceska Dullona,1,15,20170820OF,20170820,Foil,Open,
8,8,1,Ceska Dullona,Clayton Ferguson,15,1,20170820OF,20170820,Foil,Open,
8,5,4,Ben Alderson,Oliver Pring,3,15,20170820OF,20170820,Foil,Open,
8,4,5,Oliver Pring,Ben Alderson,15,3,20170820OF,20170820,Foil,Open,
4,3,2,Nick Betts,Peter Barry,5,15,20170820OF,20170820,Foil,Open,
4,2,3,Peter Barry,Nick Betts,15,5,20170820OF,20170820,Foil,Open,
8,3,6,Peter Barry,Simon Bowering,11,15,20170820OF,20170820,Foil,Open,
8,6,3,Simon Bowering,Peter Barry,15,11,20170820OF,20170820,Foil,Open,
8,7,2,Nick Betts,David Belet,10,15,20170820OF,20170820,Foil,Open,
8,2,7,David Belet,Nick Betts,15,10,20170820OF,20170820,Foil,Open,
2,1,2,Alex Burgun,Stuart Marshall,6,15,20170820OME,20170820,Epee,Open,Mens
2,2,1,Stuart Marshall,Alex Burgun,15,6,20170820OME,20170820,Epee,Open,Mens
4,1,4,Stuart Marshall,Darren Ferguson,13,15,20170820OME,20170820,Epee,Open,Mens
4,4,1,Darren Ferguson,Stuart Marshall,15,13,20170820OME,20170820,Epee,Open,Mens
8,1,8,Stuart Marshall,Dov Spinks,10,15,20170820OME,20170820,Epee,Open,Mens
8,8,1,Dov Spinks,Stuart Marshall,15,10,20170820OME,20170820,Epee,Open,Mens
16,9,8,Dov Spinks,Craig Staehr,10,15,20170820OME,20170820,Epee,Open,Mens
16,8,9,Craig Staehr,Dov Spinks,15,10,20170820OME,20170820,Epee,Open,Mens
8,5,4,Darren Ferguson,Ben Alderson,12,15,20170820OME,20170820,Epee,Open,Mens
8,4,5,Ben Alderson,Darren Ferguson,15,12,20170820OME,20170820,Epee,Open,Mens
4,3,2,Alex Burgun,Carlos Rendo,3,15,20170820OME,20170820,Epee,Open,Mens
4,2,3,Carlos Rendo,Alex Burgun,15,3,20170820OME,20170820,Epee,Open,Mens
8,3,6,Carlos Rendo,Max Thomas,14,15,20170820OME,20170820,Epee,Open,Mens
8,6,3,Max Thomas,Carlos Rendo,15,14,20170820OME,20170820,Epee,Open,Mens
16,11,6,Max Thomas,Angus Pattinson,8,15,20170820OME,20170820,Epee,Open,Mens
16,6,11,Angus Pattinson,Max Thomas,15,8,20170820OME,20170820,Epee,Open,Mens
8,7,2,Alex Burgun,Bruce Dawson,8,15,20170820OME,20170820,Epee,Open,Mens
8,2,7,Bruce Dawson,Alex Burgun,15,8,20170820OME,20170820,Epee,Open,Mens
16,7,10,Bruce Dawson,Zvonko Kurbatfinski,7,15,20170820OME,20170820,Epee,Open,Mens
16,10,7,Zvonko Kurbatfinski,Bruce Dawson,15,7,20170820OME,20170820,Epee,Open,Mens
2,1,2,Bob Kounov,Matthew Mayman,12,15,20170820OMS,20170820,Sabre,Open,Mens
2,2,1,Matthew Mayman,Bob Kounov,15,12,20170820OMS,20170820,Sabre,Open,Mens
4,3,2,Matthew Mayman,Angus Thomas,8,15,20170820OMS,20170820,Sabre,Open,Mens
4,2,3,Angus Thomas,Matthew Mayman,15,8,20170820OMS,20170820,Sabre,Open,Mens
2,1,2,Maria Zhdanovich,Nadine Ferguson,14,15,20170820OWE,20170820,Epee,Open,Womens
2,2,1,Nadine Ferguson,Maria Zhdanovich,15,14,20170820OWE,20170820,Epee,Open,Womens
4,1,4,Nadine Ferguson,Ashleigh Kurbatfinski,14,15,20170820OWE,20170820,Epee,Open,Womens
4,4,1,Ashleigh Kurbatfinski,Nadine Ferguson,15,14,20170820OWE,20170820,Epee,Open,Womens
8,5,4,Ashleigh Kurbatfinski,Anna Foale,5,15,20170820OWE,20170820,Epee,Open,Womens
8,4,5,Anna Foale,Ashleigh Kurbatfinski,15,5,20170820OWE,20170820,Epee,Open,Womens
4,3,2,Maria Zhdanovich,Maria Kirby,13,15,20170820OWE,20170820,Epee,Open,Womens
4,2,3,Maria Kirby,Maria Zhdanovich,15,13,20170820OWE,20170820,Epee,Open,Womens
2,1,2,Darren Ferguson,Bruce Dawson,7,10,20170820VME,20170820,Epee,Veterans,Mens
2,2,1,Bruce Dawson,Darren Ferguson,10,7,20170820VME,20170820,Epee,Veterans,Mens
4,1,4,Darren Ferguson,Carlos Rendo,6,8,20170820VME,20170820,Epee,Veterans,Mens
4,4,1,Carlos Rendo,Darren Ferguson,8,6,20170820VME,20170820,Epee,Veterans,Mens
8,5,4,Carlos Rendo,Craig Staehr,8,10,20170820VME,20170820,Epee,Veterans,Mens
8,4,5,Craig Staehr,Carlos Rendo,10,8,20170820VME,20170820,Epee,Veterans,Mens
4,3,2,Bruce Dawson,Dov Spinks,9,10,20170820VME,20170820,Epee,Veterans,Mens
4,2,3,Dov Spinks,Bruce Dawson,10,9,20170820VME,20170820,Epee,Veterans,Mens
8,3,6,Bruce Dawson,Zvonko Kurbatfinski,7,10,20170820VME,20170820,Epee,Veterans,Mens
8,6,3,Zvonko Kurbatfinski,Bruce Dawson,10,7,20170820VME,20170820,Epee,Veterans,Mens
2,1,2,Zvonko KURBATFINSKI,Ashton SPANGLER,15,10,20170910IME,20170910,Epee,Intermediate,Mens
2,2,1,Ashton SPANGLER,Zvonko KURBATFINSKI,10,15,20170910IME,20170910,Epee,Intermediate,Mens
4,1,4,Max THOMAS,Zvonko KURBATFINSKI,15,13,20170910IME,20170910,Epee,Intermediate,Mens
4,4,1,Zvonko KURBATFINSKI,Max THOMAS,13,15,20170910IME,20170910,Epee,Intermediate,Mens
8,5,4,Keith VINGELIS PLANT,Zvonko KURBATFINSKI,15,7,20170910IME,20170910,Epee,Intermediate,Mens
8,4,5,Zvonko KURBATFINSKI,Keith VINGELIS PLANT,7,15,20170910IME,20170910,Epee,Intermediate,Mens
4,3,2,Ashton SPANGLER,Angus PATTINSON,11,15,20170910IME,20170910,Epee,Intermediate,Mens
4,2,3,Angus PATTINSON,Ashton SPANGLER,15,11,20170910IME,20170910,Epee,Intermediate,Mens
2,1,2,Tom HENRY,Christian FERGUSON,9,15,20170910U11BF,20170910,Foil,U11,Boys
2,2,1,Christian FERGUSON,Tom HENRY,15,9,20170910U11BF,20170910,Foil,U11,Boys
4,1,4,Tom HENRY,Myka VINGELIS PLANT,4,15,20170910U11BF,20170910,Foil,U11,Boys
4,4,1,Myka VINGELIS PLANT,Tom HENRY,15,4,20170910U11BF,20170910,Foil,U11,Boys
8,5,4,Oscar CHAMBERS,Myka VINGELIS PLANT,15,8,20170910U11BF,20170910,Foil,U11,Boys
8,4,5,Myka VINGELIS PLANT,Oscar CHAMBERS,8,15,20170910U11BF,20170910,Foil,U11,Boys
4,3,2,Hugo ZANDEL,Christian FERGUSON,15,9,20170910U11BF,20170910,Foil,U11,Boys
4,2,3,Christian FERGUSON,Hugo ZANDEL,9,15,20170910U11BF,20170910,Foil,U11,Boys
8,3,6,Hugo ZANDEL,Ranger SPINKS,9,15,20170910U11BF,20170910,Foil,U11,Boys
8,6,3,Ranger SPINKS,Hugo ZANDEL,15,9,20170910U11BF,20170910,Foil,U11,Boys
8,7,2,Jacob SMITH,Christian FERGUSON,15,5,20170910U11BF,20170910,Foil,U11,Boys
8,2,7,Christian FERGUSON,Jacob SMITH,5,15,20170910U11BF,20170910,Foil,U11,Boys
2,1,2,Evelyn WILSON,Kaylee BADARI,5,8,20170910U11GF,20170910,Foil,U11,Girls
2,2,1,Kaylee BADARI,Evelyn WILSON,8,5,20170910U11GF,20170910,Foil,U11,Girls
2,1,2,Angus HENRY,Darcy COWLING,15,2,20170910U13F,20170910,Foil,U13,
2,2,1,Darcy COWLING,Angus HENRY,2,15,20170910U13F,20170910,Foil,U13,
4,1,4,Henry PAYNE,Angus HENRY,15,8,20170910U13F,20170910,Foil,U13,
4,4,1,Angus HENRY,Henry PAYNE,8,15,20170910U13F,20170910,Foil,U13,
8,1,8,Henry PAYNE,Elsie PEARCE,2,15,20170910U13F,20170910,Foil,U13,
8,8,1,Elsie PEARCE,Henry PAYNE,15,2,20170910U13F,20170910,Foil,U13,
8,5,4,Angus HENRY,Bodhi NEAVE,8,15,20170910U13F,20170910,Foil,U13,
8,4,5,Bodhi NEAVE,Angus HENRY,15,8,20170910U13F,20170910,Foil,U13,
4,3,2,Patrick JONES,Darcy COWLING,15,1,20170910U13F,20170910,Foil,U13,
4,2,3,Darcy COWLING,Patrick JONES,1,15,20170910U13F,20170910,Foil,U13,
8,3,6,Patrick JONES,Oscar CHAMBERS,5,15,20170910U13F,20170910,Foil,U13,
8,6,3,Oscar CHAMBERS,Patrick JONES,15,5,20170910U13F,20170910,Foil,U13,
8,7,2,James VAN LOENEN,Darcy COWLING,15,2,20170910U13F,20170910,Foil,U13,
8,2,7,Darcy COWLING,James VAN LOENEN,2,15,20170910U13F,20170910,Foil,U13,
2,1,2,Alex Burgun,Leighlan Doe,13,15,20170917OME,20170917,Epee,Open,Mens
2,2,1,Leighlan Doe,Alex Burgun,15,13,20170917OME,20170917,Epee,Open,Mens
4,1,4,Alex Burgun,Benjamin Alderson,13,15,20170917OME,20170917,Epee,Open,Mens
4,4,1,Benjamin Alderson,Alex Burgun,15,13,20170917OME,20170917,Epee,Open,Mens
8,1,8,Alex Burgun,Stuart Marshall,4,15,20170917OME,20170917,Epee,Open,Mens
8,8,1,Stuart Marshall,Alex Burgun,15,4,20170917OME,20170917,Epee,Open,Mens
16,1,16,Alex Burgun,Angus Pattinson,4,15,20170917OME,20170917,Epee,Open,Mens
16,16,1,Angus Pattinson,Alex Burgun,15,4,20170917OME,20170917,Epee,Open,Mens
16,9,8,Adrian Murphy,Stuart Marshall,15,11,20170917OME,20170917,Epee,Open,Mens
16,8,9,Stuart Marshall,Adrian Murphy,11,15,20170917OME,20170917,Epee,Open,Mens
8,5,4,Benjamin Alderson,Erwin Lam,11,15,20170917OME,20170917,Epee,Open,Mens
8,4,5,Erwin Lam,Benjamin Alderson,15,11,20170917OME,20170917,Epee,Open,Mens
16,5,12,Benjamin Alderson,Zvonko Kurbatfinski,9,15,20170917OME,20170917,Epee,Open,Mens
16,12,5,Zvonko Kurbatfinski,Benjamin Alderson,15,9,20170917OME,20170917,Epee,Open,Mens
16,13,4,Erwin Lam,Bruce Dawson,10,15,20170917OME,20170917,Epee,Open,Mens
16,4,13,Bruce Dawson,Erwin Lam,15,10,20170917OME,20170917,Epee,Open,Mens
4,3,2,Michael Dobbelsteyn,Leighlan Doe,15,10,20170917OME,20170917,Epee,Open,Mens
4,2,3,Leighlan Doe,Michael Dobbelsteyn,10,15,20170917OME,20170917,Epee,Open,Mens
8,3,6,Michael Dobbelsteyn,Roshan Chandran,8,15,20170917OME,20170917,Epee,Open,Mens
8,6,3,Roshan Chandran,Michael Dobbelsteyn,15,8,20170917OME,20170917,Epee,Open,Mens
16,3,14,Matteo Barchiesi,Michael Dobbelsteyn,15,11,20170917OME,20170917,Epee,Open,Mens
16,14,3,Michael Dobbelsteyn,Matteo Barchiesi,11,15,20170917OME,20170917,Epee,Open,Mens
16,11,6,Roshan Chandran,Darren Ferguson,12,15,20170917OME,20170917,Epee,Open,Mens
16,6,11,Darren Ferguson,Roshan Chandran,15,12,20170917OME,20170917,Epee,Open,Mens
8,7,2,Dov Spinks,Leighlan Doe,15,13,20170917OME,20170917,Epee,Open,Mens
8,2,7,Leighlan Doe,Dov Spinks,13,15,20170917OME,20170917,Epee,Open,Mens
16,7,10,Dov Spinks,Max Thomas,4,15,20170917OME,20170917,Epee,Open,Mens
16,10,7,Max Thomas,Dov Spinks,15,4,20170917OME,20170917,Epee,Open,Mens
16,15,2,Craig Staehr,Leighlan Doe,15,5,20170917OME,20170917,Epee,Open,Mens
16,2,15,Leighlan Doe,Craig Staehr,5,15,20170917OME,20170917,Epee,Open,Mens
2,1,2,Nicholas Betts,Benjamin Alderson,15,12,20170917OMF,20170917,Foil,Open,Mens
2,2,1,Benjamin Alderson,Nicholas Betts,12,15,20170917OMF,20170917,Foil,Open,Mens
4,1,4,Erwin Lam,Nicholas Betts,15,10,20170917OMF,20170917,Foil,Open,Mens
4,4,1,Nicholas Betts,Erwin Lam,10,15,20170917OMF,20170917,Foil,Open,Mens
8,5,4,Adrian Murphy,Nicholas Betts,15,8,20170917OMF,20170917,Foil,Open,Mens
8,4,5,Nicholas Betts,Adrian Murphy,8,15,20170917OMF,20170917,Foil,Open,Mens
4,3,2,Nalin Chandran,Benjamin Alderson,15,8,20170917OMF,20170917,Foil,Open,Mens
4,2,3,Benjamin Alderson,Nalin Chandran,8,15,20170917OMF,20170917,Foil,Open,Mens
8,3,6,Simon Bowering,Nalin Chandran,15,14,20170917OMF,20170917,Foil,Open,Mens
8,6,3,Nalin Chandran,Simon Bowering,14,15,20170917OMF,20170917,Foil,Open,Mens
8,7,2,Cheska Dullona,Benjamin Alderson,15,0,20170917OMF,20170917,Foil,Open,Mens
8,2,7,Benjamin Alderson,Cheska Dullona,0,15,20170917OMF,20170917,Foil,Open,Mens
2,1,2,Angus Thomas,Erwin Lam,10,15,20170917OMS,20170917,Sabre,Open,Mens
2,2,1,Erwin Lam,Angus Thomas,15,10,20170917OMS,20170917,Sabre,Open,Mens
4,1,4,Angus Thomas,Louis Kasperski,8,15,20170917OMS,20170917,Sabre,Open,Mens
4,4,1,Louis Kasperski,Angus Thomas,15,8,20170917OMS,20170917,Sabre,Open,Mens
8,5,4,Finn Pattinson,Louis Kasperski,15,9,20170917OMS,20170917,Sabre,Open,Mens
8,4,5,Louis Kasperski,Finn Pattinson,9,15,20170917OMS,20170917,Sabre,Open,Mens
4,3,2,Matthew Mayman,Erwin Lam,15,7,20170917OMS,20170917,Sabre,Open,Mens
4,2,3,Erwin Lam,Matthew Mayman,7,15,20170917OMS,20170917,Sabre,Open,Mens
2,1,2,Ashleigh Kurbatfinski,Nadine Ferguson,15,11,20170917OWE,20170917,Epee,Open,Womens
2,2,1,Nadine Ferguson,Ashleigh Kurbatfinski,11,15,20170917OWE,20170917,Epee,Open,Womens
